,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
motorway,1298.872,1311.394,1317.596,1440.606,1266.899,1267.837,1275.037,1267.837,1268.38,1243.808,1120.024,2535.439,2538.956,2538.413,2565.349,2634.242,2790.814,3965.171,4595.523,4935.212,5016.839,4966.625,3781.177,4172.935,6734.219,6775.264,6773.187,6244.27,7100.477,8422.118,8590.171,8615.125,8465.971,8611.314,8645.906,8726.889,8763.723,8913.251
motorway_link,2.446,3.042,5225.235,5225.512,5224.98,5227.491,5231.038,5229.407,5246.292,5246.276,5246.276,5443.41,5443.354,5443.354,5446.473,5466.956,5480.569,5479.942,5474.024,5462.141,5469.9,5475.4,5488.902,5490.911,5504.799,5505.589,5507.551,5506.637,5517.966,5522.864,5533.255,5560.955,5663.638,5674.558,5707.68,5735.251,5817.295,5855.439
path,27.284,28.357,28.357,28.357,36.56,45.433,47.01,51.266,93.075,95.363,95.884,97.862,99.066,99.182,123.794,124.811,196.301,271.238,271.37,499.438,604.646,779.951,829.429,840.087,930.63,992.721,1184.0,1184.737,1184.777,1269.399,1270.332,1265.986,1281.584,2281.037,2421.69,2446.369,2465.006,2997.266
pedestrian,34.683,41.418,43.87,43.87,45.736,62.354,61.998,64.959,64.959,66.401,67.266,69.992,73.956,81.304,83.891,89.45,87.546,90.763,91.237,93.97,90.479,90.836,92.726,92.804,100.849,105.508,108.117,108.117,118.45,118.129,118.865,123.699,126.565,131.122,133.888,130.453,134.466,131.65
primary,9559.872,10145.653,10234.828,10377.691,10859.217,11809.549,12408.018,12411.59,12494.886,12586.325,13085.468,12517.569,12791.396,13086.698,12863.662,13106.351,9792.508,9542.75,9596.144,9528.644,9929.619,10038.481,10064.087,10037.722,10174.226,10641.439,10774.67,10784.321,10804.925,10875.355,11098.184,11161.447,11290.098,11687.799,11900.024,11869.658,11937.342,12274.105
primary_link,17.362,26.946,27.264,39.309,76.499,99.537,104.796,106.049,107.497,109.041,111.492,118.083,122.868,165.644,161.081,180.939,171.266,173.733,174.088,186.519,185.585,185.54,192.554,188.938,189.256,187.938,188.253,193.006,192.949,196.118,196.785,200.633,180.473,197.336,203.114,223.92,217.267,221.927
residental,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465
residential,2788.845,3186.706,3232.761,3439.134,4293.541,8664.929,8865.823,9447.745,10098.876,10913.35,11231.505,11440.999,11704.078,12482.48,12738.125,13171.706,13718.537,13917.464,14088.263,14390.124,14805.027,15870.15,16098.564,16447.528,21198.556,34541.334,130050.306,130355.98,130415.064,130622.256,130812.947,131006.13,131645.648,132376.316,134207.149,134894.339,136435.497,154212.507
road,14261.157,15273.631,15415.857,15436.209,15356.551,26228.47,25338.603,25549.626,25594.59,25620.065,25401.437,24928.682,24928.589,25007.574,24888.7,25021.347,25345.557,25453.932,25766.854,25669.911,25284.686,25146.003,25011.115,24883.762,24897.905,23980.665,23882.633,23474.134,22858.082,22574.409,22494.985,22394.958,22640.587,22511.433,21922.955,22113.677,21532.493,20525.765
secondary,5397.621,5799.77,5809.102,5936.065,9533.977,10827.198,10939.673,11181.27,11463.327,11822.353,11968.999,11766.383,11854.392,12094.457,12381.922,12483.133,10981.498,10501.519,10566.706,10285.398,10627.574,10981.658,11127.148,11010.814,11347.17,11469.259,11599.644,11653.537,11674.18,11817.758,11682.219,11764.009,12363.922,12402.533,12887.043,12859.849,12995.306,13328.068
secondary_link,1.028,3.418,3.413,3.413,8.533,10.18,13.199,13.443,53.8,58.211,67.652,87.746,89.392,153.226,155.491,161.065,168.514,162.164,149.596,117.167,112.722,115.456,122.399,116.986,141.487,166.463,166.572,166.572,166.487,167.469,167.015,169.541,179.295,188.843,201.738,182.699,184.598,209.612
service,211.724,232.728,249.645,293.15,510.674,1405.155,1415.057,1473.85,1513.811,1600.216,1677.251,1694.261,1779.01,1834.398,1931.464,2044.061,2113.719,2330.16,2416.255,2595.474,2729.196,2759.632,2725.607,2868.7,3204.892,3409.172,4067.496,4140.089,4146.208,4218.199,4249.975,4288.919,5068.03,6019.669,6870.334,6947.375,7798.231,9431.526
steps,3.871,3.898,3.898,3.936,4.11,4.169,4.379,4.399,5.461,5.72,5.782,5.815,5.954,6.06,6.093,6.397,7.341,7.032,7.367,7.419,8.209,8.348,8.383,8.85,8.991,9.12,10.421,10.51,10.53,10.53,10.53,10.691,11.056,11.367,11.746,11.844,12.191,12.49
tertiary,1084.486,1239.075,1262.204,1340.658,2559.012,4574.681,5060.939,5467.261,5997.9,6279.622,7463.759,7532.165,7673.347,7733.594,8298.489,8378.671,9179.476,9557.927,9654.856,9935.099,10094.014,10535.391,10744.411,10828.952,12124.463,13274.927,13981.657,14086.242,14274.503,14175.218,14182.798,14396.448,15242.532,16325.241,16938.945,17422.262,18002.032,19787.022
track,344.132,408.816,479.72,529.35,672.136,1624.52,1877.052,2088.493,2431.319,2611.187,2707.188,2897.618,3108.488,4467.991,4913.265,5163.183,6579.727,8259.872,10490.83,10517.806,10503.686,10750.018,10871.828,10934.882,11597.935,13233.182,15633.654,16042.905,16428.747,16513.236,16526.357,16734.904,17980.387,19153.5,19585.078,19897.528,21263.911,22322.212
trunk,3441.64,3549.442,3569.55,3459.916,4777.337,5410.948,5590.221,5647.865,5686.31,5758.372,6533.472,11160.867,11273.608,11420.344,11428.893,11612.734,17313.218,17678.175,18344.552,19619.856,19657.916,20035.823,21658.507,21875.215,22242.54,22080.912,22160.763,22844.468,22745.344,22694.962,22673.489,22687.39,23489.18,24231.785,24708.875,24823.376,24900.619,25454.677
trunk_link,74.232,89.351,89.937,105.222,167.678,189.669,199.434,202.774,204.065,276.125,331.643,325.476,326.708,382.29,389.583,381.24,398.057,405.974,410.823,417.503,421.628,421.937,424.513,428.713,433.408,434.829,437.192,442.979,443.047,444.684,446.837,450.364,465.615,493.529,457.625,453.299,476.176,440.651
unclassified,2066.06,2134.993,2139.92,2254.537,3557.989,8637.955,9346.062,10282.552,10981.106,11474.455,11578.66,11789.495,12134.134,12349.118,12752.853,13234.531,14040.624,14747.262,15018.822,15073.617,14939.219,15510.923,15797.622,15957.371,15914.433,18271.468,20738.318,20932.082,21604.598,21824.191,21778.292,21969.246,23525.171,26778.127,27559.505,28231.597,29193.773,32626.338
undefined,0.324,0.324,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,490.326,486.816,486.816,486.816,394.309,396.811,396.811,396.811,396.811,396.811,396.811,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.399,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373,394.373
unsurfaced,19.995,19.995,19.995,19.995,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661
link,,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
tertiary_link,,0.006,0.006,0.006,0.006,0.85,17.074,17.074,17.17,18.808,21.402,28.486,30.892,29.315,29.577,31.704,72.476,71.375,74.243,61.848,44.939,48.617,50.43,52.425,80.875,152.983,156.642,156.741,156.821,156.821,156.728,160.56,168.116,177.709,183.771,184.369,180.571,197.405
U Turn,,,,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
cycleway,,,,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,10.53,10.53,10.53,10.53,10.53,10.53,10.53,15.624,14.107,14.107,14.107,14.107,14.107,14.107,14.107,14.229,14.229,14.229,14.229,14.229,14.589,14.589,14.589,14.589,13.578,13.578
living_street,,,,,0.539,0.539,0.539,0.539,29.105,29.105,57.638,60.851,69.784,65.717,70.827,70.827,73.248,75.657,75.657,74.64,75.388,75.898,74.163,74.384,74.238,87.305,88.004,88.004,88.004,92.797,93.432,93.263,371.656,412.124,455.04,479.268,504.719,490.262
tertiary; unclassified,,,,,7.334,7.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rea,,,,,,1.155,1.155,1.155,1.155,1.155,1.155,1.155,,,,,,,,,,,,,,,,,,,,,,,,,,
raceway,,,,,,,0.478,0.478,0.478,0.478,1.467,1.467,1.467,1.467,1.467,1.467,1.964,3.156,3.509,3.509,3.509,3.509,3.509,3.509,4.442,6.005,6.005,6.005,6.005,6.005,6.005,11.72,11.72,11.72,11.72,11.72,11.716,11.659
الطريق الدائري,,,,,,,42.893,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538,23.538
الطريق الدائري ، مخرج الأحياء,,,,,,,3.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disused,,,,,,,,,,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,54.967,54.967,54.967,53.445,53.445,53.445
فريدة حسان,,,,,,,,,,2.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secondary;road,,,,,,,,,,,,8.277,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Thawra,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,
bus_stop,,,,,,,,,,,,,,,,,,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326
primary_link; primary,,,,,,,,,,,,,,,,,,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555
rest_area,,,,,,,,,,,,,,,,,,0.033,0.187,0.187,0.187,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,1.644,2.222,2.222,2.222
services,,,,,,,,,,,,,,,,,,0.96,1.308,1.308,10.973,10.973,10.973,10.973,10.245,10.245,10.288,10.288,10.288,10.328,10.328,10.328,10.328,10.328,10.328,10.744,12.276,12.476
proposed,,,,,,,,,,,,,,,,,,,56.333,4.779,4.779,4.779,4.779,4.779,4.779,4.779,4.779,4.779,4.779,5.727,5.727,5.727,5.727,184.75,184.75,184.75,184.75,184.75
secondary;tertiary;unclassified,,,,,,,,,,,,,,,,,,,,,14.015,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,,,,,,20.488,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574,20.574
platform,,,,,,,,,,,,,,,,,,,,,,,,,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.316
bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.729
drt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.046,0.046,,,,,,,
tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.778,4.778,4.778,0.058,0.058,0.058,0.058,0.058,0.058,0.058
abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.711,2.711,2.711,2.711,2.711,2.172
